Sequential,-1,2.201799,2.189685,2.230338
Transpose,64,0.310311,0.309057,0.317152
Sequential,-1,2.201369,2.190370,2.229200
Shmem,64,0.293853,0.290974,0.314729
Transpose,64,0.309873,0.308667,0.316918
Shmem,64,0.293329,0.290626,0.314575
